#Minuto PersonasLlegadas En_cola En_servicio Salidas
105 2 0 0 2
106 2 0 0 2
107 2 0 0 2
108 2 0 0 2
109 2 0 0 2
110 3 0 1 2
111 3 0 1 2
112 3 0 1 2
113 3 0 1 2
114 3 0 1 2
115 3 0 1 2
116 3 0 1 2
117 3 0 1 2
118 3 0 1 2
119 4 1 1 2
120 4 1 1 2
121 4 1 1 2
122 4 1 1 2
123 4 1 1 2
124 4 1 1 2
125 4 1 1 2
126 4 1 1 2
127 4 1 1 2
128 4 1 1 2
129 4 1 1 2
130 4 1 1 2
131 4 1 1 2
132 4 1 1 2
133 4 1 1 2
134 4 1 1 2
135 4 1 1 2
136 4 1 1 2
137 4 1 1 2
138 4 1 1 2
139 4 1 1 2
140 4 1 1 2
141 4 1 1 2
142 4 1 1 2
143 4 1 1 2
144 4 1 1 2
145 4 1 1 2
146 4 1 1 2
147 4 1 1 2
148 4 1 1 2
149 4 1 1 2
150 4 1 1 2
151 4 1 1 2
152 4 1 1 2
153 4 1 1 2
154 4 1 1 2
155 4 1 1 2
156 4 1 1 2
157 4 1 1 2
158 4 0 1 3
159 4 0 1 3
160 4 0 1 3
161 4 0 1 3
162 4 0 1 3
163 4 0 1 3
164 4 0 1 3
165 4 0 1 3
166 4 0 1 3
167 4 0 1 3
168 4 0 1 3
169 4 0 0 4
170 4 0 0 4
171 4 0 0 4
172 4 0 0 4
173 4 0 0 4
174 4 0 0 4
175 4 0 0 4
176 4 0 0 4
177 4 0 0 4
178 4 0 0 4
179 4 0 0 4
180 4 0 0 4
181 4 0 0 4
182 4 0 0 4
183 4 0 0 4
184 4 0 0 4
185 4 0 0 4
186 4 0 0 4
187 4 0 0 4
188 4 0 0 4
189 4 0 0 4
190 4 0 0 4
191 4 0 0 4
192 4 0 0 4
193 4 0 0 4
194 4 0 0 4
195 4 0 0 4
196 4 0 0 4
197 4 0 0 4
198 4 0 0 4
199 4 0 0 4
200 4 0 0 4
201 4 0 0 4
202 4 0 0 4
203 4 0 0 4
204 4 0 0 4
205 4 0 0 4
206 4 0 0 4
207 4 0 0 4
208 4 0 0 4
209 4 0 0 4
210 4 0 0 4
211 4 0 0 4
212 4 0 0 4
213 4 0 0 4
214 4 0 0 4
215 4 0 0 4
216 4 0 0 4
217 4 0 0 4
218 4 0 0 4
219 4 0 0 4
220 4 0 0 4
221 4 0 0 4
222 4 0 0 4
223 4 0 0 4
224 4 0 0 4
225 4 0 0 4
226 4 0 0 4
227 4 0 0 4
228 4 0 0 4
229 4 0 0 4
230 4 0 0 4
231 4 0 0 4
232 4 0 0 4
233 4 0 0 4
234 4 0 0 4
235 4 0 0 4
236 4 0 0 4
237 4 0 0 4
238 4 0 0 4
239 4 0 0 4
240 4 0 0 4
241 4 0 0 4
242 4 0 0 4
243 4 0 0 4
244 4 0 0 4
245 4 0 0 4
246 4 0 0 4
247 5 0 1 4
248 5 0 1 4
249 5 0 1 4
250 5 0 1 4
251 5 0 1 4
252 5 0 1 4
253 5 0 1 4
254 5 0 1 4
255 5 0 1 4
256 5 0 1 4
257 5 0 1 4
258 6 1 1 4
259 6 1 1 4
260 6 1 1 4
261 6 1 1 4
262 6 1 1 4
263 6 1 1 4
264 6 1 1 4
265 6 1 1 4
266 6 1 1 4
267 6 0 1 5
268 6 0 1 5
269 6 0 1 5
270 6 0 1 5
271 6 0 1 5
272 6 0 1 5
273 6 0 1 5
274 6 0 1 5
275 6 0 1 5
276 6 0 1 5
277 6 0 1 5
278 6 0 1 5
279 6 0 0 6
280 7 0 1 6
281 7 0 1 6
282 7 0 1 6
283 7 0 1 6
284 7 0 1 6
285 7 0 1 6
286 7 0 1 6
287 7 0 1 6
288 7 0 1 6
289 7 0 1 6
290 7 0 1 6
291 7 0 1 6
292 7 0 1 6
293 7 0 1 6
294 7 0 1 6
295 7 0 1 6
296 7 0 1 6
297 7 0 1 6
298 7 0 1 6
299 7 0 1 6
300 7 0 1 6
301 7 0 1 6
302 7 0 1 6
303 7 0 1 6
304 7 0 1 6
305 7 0 1 6
306 7 0 1 6
307 7 0 1 6
308 7 0 0 7
309 7 0 0 7
310 7 0 0 7
311 7 0 0 7
312 7 0 0 7
313 7 0 0 7
314 7 0 0 7
315 7 0 0 7
316 7 0 0 7
317 7 0 0 7
318 7 0 0 7
319 7 0 0 7
320 7 0 0 7
321 7 0 0 7
322 7 0 0 7
323 7 0 0 7
324 7 0 0 7
325 7 0 0 7
326 7 0 0 7
327 7 0 0 7
328 7 0 0 7
329 7 0 0 7
330 7 0 0 7
331 7 0 0 7
332 7 0 0 7
333 7 0 0 7
334 7 0 0 7
335 7 0 0 7
336 7 0 0 7
337 7 0 0 7
338 7 0 0 7
339 7 0 0 7
340 7 0 0 7
341 7 0 0 7
342 7 0 0 7
343 7 0 0 7
344 7 0 0 7
345 7 0 0 7
346 7 0 0 7
347 7 0 0 7
348 7 0 0 7
349 7 0 0 7
350 7 0 0 7
351 7 0 0 7
352 7 0 0 7
353 7 0 0 7
354 7 0 0 7
355 7 0 0 7
356 7 0 0 7
357 7 0 0 7
358 7 0 0 7
359 7 0 0 7
360 7 0 0 7
361 7 0 0 7
362 7 0 0 7
363 8 0 1 7
364 8 0 1 7
365 8 0 1 7
366 8 0 1 7
367 8 0 1 7
368 8 0 1 7
369 8 0 1 7
370 8 0 1 7
371 8 0 1 7
372 8 0 1 7
373 8 0 1 7
374 8 0 1 7
375 8 0 1 7
376 8 0 1 7
377 8 0 1 7
378 8 0 0 8
379 8 0 0 8
380 8 0 0 8
381 8 0 0 8
382 8 0 0 8
383 8 0 0 8
384 8 0 0 8
385 8 0 0 8
386 8 0 0 8
387 8 0 0 8
388 8 0 0 8
389 8 0 0 8
390 8 0 0 8
391 8 0 0 8
392 8 0 0 8
393 8 0 0 8
394 8 0 0 8
395 8 0 0 8
396 8 0 0 8
397 8 0 0 8
398 8 0 0 8
399 8 0 0 8
400 8 0 0 8
401 8 0 0 8
402 8 0 0 8
403 8 0 0 8
404 8 0 0 8
405 8 0 0 8
406 8 0 0 8
407 8 0 0 8
408 8 0 0 8
409 8 0 0 8
410 8 0 0 8
411 8 0 0 8
412 8 0 0 8
413 8 0 0 8
414 8 0 0 8
415 8 0 0 8
416 8 0 0 8
417 8 0 0 8
418 8 0 0 8
419 8 0 0 8
420 8 0 0 8
421 8 0 0 8
422 8 0 0 8
423 8 0 0 8
424 8 0 0 8
425 8 0 0 8
426 8 0 0 8
427 8 0 0 8
428 8 0 0 8
429 8 0 0 8
430 8 0 0 8
431 8 0 0 8
432 8 0 0 8
433 8 0 0 8
434 8 0 0 8
435 8 0 0 8
436 8 0 0 8
437 8 0 0 8
438 8 0 0 8
439 8 0 0 8
440 8 0 0 8
441 8 0 0 8
442 8 0 0 8
443 8 0 0 8
444 8 0 0 8
445 8 0 0 8
446 8 0 0 8
447 8 0 0 8
448 8 0 0 8
449 8 0 0 8
450 8 0 0 8
451 8 0 0 8
452 8 0 0 8
453 8 0 0 8
454 8 0 0 8
455 8 0 0 8
456 8 0 0 8
457 8 0 0 8
458 8 0 0 8
459 8 0 0 8
460 8 0 0 8
461 8 0 0 8
462 8 0 0 8
463 8 0 0 8
464 8 0 0 8
465 8 0 0 8
466 8 0 0 8
467 8 0 0 8
468 9 0 1 8
469 9 0 1 8
470 9 0 1 8
471 9 0 1 8
472 9 0 1 8
473 9 0 1 8
474 9 0 1 8
475 9 0 1 8
476 10 1 1 8
477 10 1 1 8
478 10 1 1 8
479 11 2 1 8
480 11 2 1 8
481 11 2 1 8
482 11 2 1 8
483 11 2 1 8
484 11 2 1 8
485 11 2 1 8
486 11 2 1 8
487 11 2 1 8
488 11 2 1 8
489 11 2 1 8
490 11 2 1 8
491 11 2 1 8
492 11 2 1 8
493 11 2 1 8
494 11 2 1 8
495 11 2 1 8
496 11 2 1 8
497 11 2 1 8
498 11 2 1 8
499 11 2 1 8
500 11 2 1 8
501 11 2 1 8
502 11 2 1 8
503 11 2 1 8
504 11 2 1 8
505 11 2 1 8
506 11 2 1 8
507 11 2 1 8
508 11 2 1 8
509 11 2 1 8
510 11 2 1 8
511 11 2 1 8
512 11 2 1 8
513 11 2 1 8
514 11 2 1 8
515 11 2 1 8
516 11 2 1 8
517 11 2 1 8
518 11 2 1 8
519 11 2 1 8
520 11 2 1 8
521 11 2 1 8
522 11 1 1 9
523 11 1 1 9
524 11 1 1 9
525 11 1 1 9
526 11 1 1 9
527 11 1 1 9
528 11 1 1 9
529 11 1 1 9
530 11 1 1 9
531 11 1 1 9
532 11 1 1 9
533 11 1 1 9
534 11 1 1 9
535 11 1 1 9
536 11 1 1 9
537 11 1 1 9
538 11 1 1 9
539 11 1 1 9
540 11 1 1 9
541 11 1 1 9
542 11 1 1 9
543 11 1 1 9
544 11 1 1 9
545 11 1 1 9
546 11 1 1 9
547 11 1 1 9
548 11 1 1 9
549 12 2 1 9
550 12 2 1 9
551 12 2 1 9
552 12 2 1 9
553 12 2 1 9
554 12 2 1 9
555 12 2 1 9
556 12 2 1 9
557 12 2 1 9
558 12 2 1 9
559 12 2 1 9
560 12 2 1 9
561 12 2 1 9
562 12 2 1 9
563 12 2 1 9
564 12 2 1 9
565 12 1 1 10
566 12 1 1 10
567 13 2 1 10
568 13 2 1 10
569 13 2 1 10
570 13 2 1 10
571 13 2 1 10
572 13 2 1 10
573 13 2 1 10
574 13 2 1 10
575 13 2 1 10
576 13 2 1 10
577 13 2 1 10
578 13 2 1 10
579 14 3 1 10
580 14 2 1 11
581 15 3 1 11
582 16 4 1 11
583 16 4 1 11
584 16 4 1 11
585 16 4 1 11
586 16 4 1 11
587 16 4 1 11
588 16 4 1 11
589 16 4 1 11
590 16 4 1 11
591 16 4 1 11
592 16 4 1 11
593 16 4 1 11
594 16 4 1 11
595 16 4 1 11
596 16 4 1 11
597 16 4 1 11
598 16 4 1 11
599 16 3 1 12
600 16 3 1 12
601 16 3 1 12
602 16 3 1 12
603 16 3 1 12
604 16 3 1 12
605 16 3 1 12
606 16 3 1 12
607 16 3 1 12
608 16 3 1 12
609 16 3 1 12
610 16 3 1 12
611 16 3 1 12
612 16 3 1 12
613 16 3 1 12
614 16 3 1 12
615 16 3 1 12
616 16 3 1 12
617 16 3 1 12
618 16 3 1 12
619 16 3 1 12
620 16 2 1 13
621 16 2 1 13
622 16 2 1 13
623 16 2 1 13
624 16 2 1 13
625 16 2 1 13
626 16 1 1 14
627 16 1 1 14
628 16 1 1 14
629 16 1 1 14
630 16 1 1 14
631 16 1 1 14
632 16 1 1 14
633 16 1 1 14
634 16 1 1 14
635 16 1 1 14
636 16 1 1 14
637 16 1 1 14
638 16 1 1 14
639 16 1 1 14
640 16 1 1 14
641 16 1 1 14
642 16 1 1 14
643 16 1 1 14
644 16 1 1 14
645 16 1 1 14
646 16 1 1 14
647 16 1 1 14
648 16 1 1 14
649 16 1 1 14
650 16 1 1 14
651 16 1 1 14
652 16 1 1 14
653 16 1 1 14
654 16 1 1 14
655 16 1 1 14
656 16 1 1 14
657 16 1 1 14
658 16 1 1 14
659 16 1 1 14
660 16 1 1 14
661 16 1 1 14
662 16 1 1 14
663 16 1 1 14
664 16 1 1 14
665 16 1 1 14
666 16 1 1 14
667 16 1 1 14
668 16 0 1 15
669 16 0 1 15
670 16 0 1 15
671 16 0 1 15
672 16 0 1 15
673 16 0 1 15
674 16 0 1 15
675 16 0 1 15
676 16 0 1 15
677 16 0 1 15
678 16 0 1 15
679 16 0 1 15
680 16 0 1 15
681 16 0 1 15
682 16 0 1 15
683 16 0 1 15
684 16 0 1 15
685 16 0 1 15
686 16 0 1 15
687 16 0 1 15
688 16 0 0 16
689 16 0 0 16
690 16 0 0 16
691 16 0 0 16
692 16 0 0 16
693 16 0 0 16
694 16 0 0 16
695 16 0 0 16
696 16 0 0 16
697 16 0 0 16
698 16 0 0 16
699 16 0 0 16
700 16 0 0 16
701 16 0 0 16
702 16 0 0 16
703 17 0 1 16
704 17 0 1 16
705 17 0 1 16
706 17 0 1 16
707 17 0 1 16
708 17 0 1 16
709 17 0 0 17
710 17 0 0 17
711 17 0 0 17
712 17 0 0 17
713 17 0 0 17
714 17 0 0 17
715 17 0 0 17
716 17 0 0 17
717 17 0 0 17
718 17 0 0 17
719 17 0 0 17
720 17 0 0 17
721 17 0 0 17
722 17 0 0 17
723 18 0 1 17
724 18 0 1 17
725 18 0 1 17
726 18 0 1 17
727 18 0 1 17
728 18 0 1 17
729 18 0 1 17
730 18 0 1 17
731 18 0 1 17
732 18 0 1 17
733 18 0 1 17
734 18 0 1 17
735 18 0 1 17
736 18 0 1 17
737 18 0 1 17
738 18 0 1 17
739 18 0 1 17
740 18 0 1 17
741 18 0 1 17
742 18 0 1 17
743 18 0 1 17
744 18 0 1 17
745 18 0 1 17
746 18 0 1 17
747 18 0 1 17
748 18 0 0 18
749 18 0 0 18
750 18 0 0 18
751 18 0 0 18
752 18 0 0 18
753 18 0 0 18
754 18 0 0 18
755 18 0 0 18
756 18 0 0 18
757 18 0 0 18
758 18 0 0 18
759 18 0 0 18
760 18 0 0 18
761 18 0 0 18
762 18 0 0 18
763 18 0 0 18
764 18 0 0 18
765 18 0 0 18
766 18 0 0 18
767 18 0 0 18
768 18 0 0 18
769 18 0 0 18
770 18 0 0 18
771 18 0 0 18
772 18 0 0 18
773 18 0 0 18
774 18 0 0 18
775 18 0 0 18
776 18 0 0 18
777 18 0 0 18
778 18 0 0 18
779 18 0 0 18
780 18 0 0 18
781 18 0 0 18
782 18 0 0 18
783 18 0 0 18
784 18 0 0 18
785 18 0 0 18
786 18 0 0 18
787 18 0 0 18
788 18 0 0 18
789 18 0 0 18
790 18 0 0 18
791 18 0 0 18
792 18 0 0 18
793 18 0 0 18
794 18 0 0 18
795 18 0 0 18
796 18 0 0 18
797 18 0 0 18
798 18 0 0 18
799 18 0 0 18
800 18 0 0 18
801 18 0 0 18
802 18 0 0 18
803 18 0 0 18
804 18 0 0 18
805 18 0 0 18
806 18 0 0 18
807 18 0 0 18
808 18 0 0 18
809 18 0 0 18
810 18 0 0 18
811 18 0 0 18
812 18 0 0 18
813 18 0 0 18
814 18 0 0 18
815 18 0 0 18
816 18 0 0 18
817 18 0 0 18
818 18 0 0 18
819 18 0 0 18
820 18 0 0 18
821 18 0 0 18
822 18 0 0 18
823 18 0 0 18
824 18 0 0 18
825 18 0 0 18
826 18 0 0 18
827 18 0 0 18
828 18 0 0 18
829 18 0 0 18
830 18 0 0 18
831 18 0 0 18
832 18 0 0 18
833 18 0 0 18
834 18 0 0 18
835 18 0 0 18
836 18 0 0 18
837 18 0 0 18
838 18 0 0 18
839 18 0 0 18
840 19 0 1 18
841 19 0 1 18
842 19 0 1 18
843 19 0 1 18
844 19 0 1 18
845 19 0 1 18
846 19 0 1 18
847 19 0 1 18
848 19 0 1 18
849 19 0 1 18
850 19 0 1 18
851 19 0 1 18
852 19 0 1 18
853 19 0 1 18
854 19 0 1 18
855 19 0 1 18
856 19 0 1 18
857 19 0 1 18
858 19 0 1 18
859 19 0 1 18
860 19 0 1 18
861 19 0 1 18
862 19 0 1 18
863 19 0 1 18
864 19 0 1 18
865 19 0 1 18
866 19 0 1 18
867 19 0 1 18
868 19 0 1 18
869 19 0 1 18
870 19 0 1 18
871 19 0 1 18
872 19 0 1 18
873 19 0 1 18
874 19 0 1 18
875 19 0 1 18
876 19 0 1 18
877 19 0 1 18
878 20 1 1 18
879 20 1 1 18
880 20 1 1 18
881 20 1 1 18
882 20 1 1 18
883 20 1 1 18
884 20 1 1 18
885 20 1 1 18
886 20 1 1 18
887 20 1 1 18
888 20 1 1 18
889 20 1 1 18
890 20 1 1 18
891 20 1 1 18
892 20 1 1 18
893 20 1 1 18
894 20 1 1 18
895 20 1 1 18
896 20 1 1 18
897 20 1 1 18
898 20 1 1 18
899 20 1 1 18
900 20 1 1 18
901 20 1 1 18
902 20 1 1 18
903 20 1 1 18
904 20 1 1 18
905 20 1 1 18
906 20 1 1 18
907 20 1 1 18
908 20 1 1 18
909 20 1 1 18
910 21 2 1 18
911 21 2 1 18
912 21 2 1 18
913 21 2 1 18
914 21 2 1 18
915 21 2 1 18
916 21 2 1 18
917 21 2 1 18
918 21 2 1 18
919 21 2 1 18
920 21 2 1 18
921 21 2 1 18
922 21 2 1 18
923 21 2 1 18
924 21 2 1 18
925 21 2 1 18
926 21 2 1 18
927 21 2 1 18
928 21 2 1 18
929 21 2 1 18
930 21 2 1 18
931 21 2 1 18
932 21 2 1 18
933 21 2 1 18
934 21 2 1 18
935 21 2 1 18
936 21 2 1 18
937 21 2 1 18
938 21 2 1 18
939 21 2 1 18
940 21 2 1 18
941 21 2 1 18
942 22 3 1 18
943 22 3 1 18
944 22 3 1 18
945 22 3 1 18
946 22 3 1 18
947 22 3 1 18
948 22 3 1 18
949 22 3 1 18
950 22 3 1 18
951 22 3 1 18
952 22 3 1 18
953 22 3 1 18
954 22 3 1 18
955 22 3 1 18
956 22 3 1 18
957 22 3 1 18
958 22 3 1 18
959 22 3 1 18
960 22 3 1 18
961 22 3 1 18
962 22 3 1 18
963 22 3 1 18
964 22 3 1 18
965 22 3 1 18
966 22 3 1 18
967 22 3 1 18
968 22 3 1 18
969 22 3 1 18
970 22 3 1 18
971 22 3 1 18
972 22 3 1 18
973 22 3 1 18
974 22 3 1 18
975 22 3 1 18
976 22 3 1 18
977 22 3 1 18
978 22 3 1 18
979 22 3 1 18
980 22 3 1 18
981 22 3 1 18
982 22 3 1 18
983 22 3 1 18
984 22 3 1 18
985 22 3 1 18
986 22 3 1 18
987 22 3 1 18
988 22 3 1 18
989 22 3 1 18
990 22 3 1 18
991 22 3 1 18
992 22 3 1 18
993 22 3 1 18
994 22 3 1 18
995 22 3 1 18
996 22 3 1 18
997 22 3 1 18
998 22 3 1 18
999 22 3 1 18
1000 22 3 1 18
1001 22 3 1 18
1002 22 3 1 18
1003 22 3 1 18
1004 22 3 1 18
1005 22 3 1 18
1006 22 3 1 18
1007 22 3 1 18
1008 22 3 1 18
1009 22 3 1 18
1010 22 3 1 18
1011 22 3 1 18
1012 22 3 1 18
1013 22 3 1 18
1014 22 3 1 18
1015 22 3 1 18
1016 22 3 1 18
1017 22 3 1 18
1018 22 3 1 18
1019 22 3 1 18
1020 22 3 1 18
1021 22 3 1 18
1022 22 3 1 18
1023 22 3 1 18
1024 22 3 1 18
1025 22 3 1 18
1026 22 3 1 18
1027 22 3 1 18
1028 22 3 1 18
1029 22 2 1 19
1030 22 2 1 19
1031 22 2 1 19
1032 22 2 1 19
1033 22 2 1 19
1034 22 2 1 19
1035 22 2 1 19
1036 22 2 1 19
1037 22 2 1 19
1038 22 2 1 19
1039 22 2 1 19
1040 22 1 1 20
1041 22 1 1 20
1042 22 1 1 20
1043 22 1 1 20
1044 22 1 1 20
1045 22 1 1 20
1046 22 0 1 21
1047 22 0 1 21
1048 22 0 1 21
1049 22 0 1 21
1050 22 0 1 21
1051 22 0 1 21
1052 22 0 1 21
1053 22 0 1 21
1054 22 0 1 21
1055 22 0 1 21
1056 22 0 1 21
1057 22 0 1 21
1058 22 0 1 21
1059 22 0 1 21
1060 22 0 1 21
1061 22 0 1 21
1062 22 0 0 22
1063 22 0 0 22
1064 22 0 0 22
1065 22 0 0 22
1066 22 0 0 22
1067 22 0 0 22
1068 22 0 0 22
1069 22 0 0 22
1070 22 0 0 22
1071 22 0 0 22
1072 22 0 0 22
1073 22 0 0 22
1074 22 0 0 22
1075 22 0 0 22
1076 22 0 0 22
1077 22 0 0 22
1078 22 0 0 22
1079 22 0 0 22
1080 22 0 0 22
1081 22 0 0 22
1082 22 0 0 22
1083 23 0 1 22
1084 23 0 1 22
1085 23 0 1 22
1086 23 0 1 22
1087 23 0 1 22
1088 23 0 1 22
1089 23 0 1 22
1090 23 0 1 22
1091 23 0 1 22
1092 23 0 1 22
1093 23 0 1 22
1094 23 0 1 22
1095 23 0 1 22
1096 23 0 1 22
1097 23 0 1 22
1098 23 0 1 22
1099 23 0 1 22
1100 23 0 1 22
1101 23 0 1 22
1102 23 0 1 22
1103 23 0 1 22
1104 23 0 1 22
1105 23 0 1 22
1106 23 0 1 22
1107 23 0 1 22
1108 23 0 1 22
1109 23 0 1 22
1110 23 0 0 23
1111 23 0 0 23
1112 23 0 0 23
1113 23 0 0 23
1114 23 0 0 23
1115 23 0 0 23
1116 23 0 0 23
1117 23 0 0 23
1118 23 0 0 23
1119 23 0 0 23
1120 23 0 0 23
1121 23 0 0 23
1122 23 0 0 23
1123 23 0 0 23
1124 23 0 0 23
1125 23 0 0 23
1126 24 0 1 23
1127 24 0 1 23
1128 24 0 1 23
1129 24 0 1 23
1130 24 0 1 23
1131 24 0 1 23
1132 24 0 1 23
1133 24 0 1 23
1134 24 0 1 23
1135 24 0 1 23
1136 24 0 1 23
1137 24 0 1 23
1138 24 0 1 23
1139 24 0 1 23
1140 24 0 1 23
1141 24 0 1 23
1142 24 0 1 23
1143 24 0 1 23
1144 24 0 1 23
1145 24 0 1 23
1146 24 0 1 23
1147 24 0 1 23
1148 24 0 1 23
1149 24 0 1 23
1150 24 0 1 23
1151 24 0 1 23
1152 24 0 1 23
1153 24 0 1 23
1154 24 0 1 23
1155 24 0 0 24
1156 25 0 1 24
1157 25 0 1 24
1158 25 0 1 24
1159 25 0 1 24
1160 25 0 1 24
1161 25 0 1 24
1162 25 0 1 24
1163 25 0 1 24
1164 25 0 1 24
1165 25 0 1 24
1166 25 0 1 24
1167 25 0 1 24
1168 25 0 1 24
1169 25 0 1 24
1170 25 0 1 24
1171 25 0 1 24
1172 25 0 1 24
1173 25 0 1 24
1174 25 0 1 24
1175 25 0 1 24
1176 25 0 1 24
1177 25 0 1 24
1178 25 0 1 24
1179 25 0 1 24
1180 27 2 1 24
1181 27 2 1 24
1182 27 2 1 24
1183 27 2 1 24
1184 27 2 1 24
1185 27 2 1 24
1186 27 2 1 24
1187 27 2 1 24
1188 27 2 1 24
1189 27 2 1 24
1190 27 2 1 24
1191 27 2 1 24
1192 27 2 1 24
1193 27 2 1 24
1194 27 2 1 24
1195 27 2 1 24
1196 27 2 1 24
1197 27 2 1 24
1198 27 2 1 24
1199 27 2 1 24
1200 27 2 1 24
1201 27 2 1 24
1202 27 2 1 24
1203 27 2 1 24
1204 27 2 1 24
1205 27 2 1 24
1206 27 2 1 24
1207 27 2 1 24
1208 27 2 1 24
1209 27 2 1 24
1210 27 2 1 24
1211 27 1 1 25
1212 27 1 1 25
1213 27 1 1 25
1214 27 0 1 26
1215 27 0 1 26
1216 27 0 1 26
1217 27 0 1 26
1218 27 0 1 26
1219 27 0 1 26
1220 27 0 1 26
1221 27 0 1 26
1222 27 0 1 26
1223 27 0 1 26
1224 27 0 1 26
1225 27 0 0 27
1226 27 0 0 27
1227 27 0 0 27
1228 27 0 0 27
1229 27 0 0 27
1230 28 0 1 27
1231 28 0 1 27
1232 28 0 1 27
1233 28 0 1 27
1234 28 0 1 27
1235 28 0 1 27
1236 28 0 1 27
1237 28 0 1 27
1238 28 0 1 27
1239 28 0 1 27
1240 28 0 1 27
1241 28 0 1 27
1242 28 0 1 27
1243 28 0 1 27
1244 28 0 1 27
1245 28 0 1 27
1246 28 0 1 27
1247 28 0 1 27
1248 28 0 1 27
1249 28 0 1 27
1250 28 0 1 27
1251 28 0 1 27
1252 28 0 1 27
1253 28 0 1 27
1254 28 0 0 28
1255 28 0 0 28
1256 28 0 0 28
1257 28 0 0 28
1258 28 0 0 28
1259 28 0 0 28
1260 28 0 0 28
1261 28 0 0 28
1262 28 0 0 28
1263 28 0 0 28
1264 28 0 0 28
1265 28 0 0 28
1266 28 0 0 28
1267 28 0 0 28
1268 28 0 0 28
1269 28 0 0 28
1270 28 0 0 28
1271 28 0 0 28
1272 28 0 0 28
1273 28 0 0 28
1274 28 0 0 28
1275 28 0 0 28
1276 28 0 0 28
1277 28 0 0 28
1278 28 0 0 28
1279 28 0 0 28
1280 28 0 0 28
1281 28 0 0 28
1282 28 0 0 28
1283 28 0 0 28
1284 28 0 0 28
1285 28 0 0 28
1286 28 0 0 28
1287 28 0 0 28
1288 28 0 0 28
1289 28 0 0 28
1290 28 0 0 28
1291 28 0 0 28
1292 28 0 0 28
1293 28 0 0 28
1294 28 0 0 28
1295 28 0 0 28
1296 28 0 0 28
1297 28 0 0 28
1298 28 0 0 28
1299 28 0 0 28
1300 28 0 0 28
1301 28 0 0 28
1302 28 0 0 28
1303 28 0 0 28
1304 28 0 0 28
1305 28 0 0 28
1306 28 0 0 28
1307 28 0 0 28
1308 28 0 0 28
1309 28 0 0 28
1310 28 0 0 28
1311 28 0 0 28
1312 28 0 0 28
1313 29 0 1 28
1314 29 0 0 29
1315 29 0 0 29
1316 29 0 0 29
1317 29 0 0 29
1318 29 0 0 29
1319 29 0 0 29
1320 29 0 0 29
1321 29 0 0 29
1322 29 0 0 29
1323 29 0 0 29
1324 29 0 0 29
1325 29 0 0 29
1326 29 0 0 29
1327 29 0 0 29
1328 29 0 0 29
1329 29 0 0 29
1330 29 0 0 29
1331 29 0 0 29
1332 29 0 0 29
1333 29 0 0 29
1334 29 0 0 29
1335 29 0 0 29
1336 29 0 0 29
1337 29 0 0 29
1338 29 0 0 29
1339 29 0 0 29
1340 29 0 0 29
1341 29 0 0 29
1342 29 0 0 29
1343 29 0 0 29
1344 29 0 0 29
1345 29 0 0 29
1346 29 0 0 29
1347 29 0 0 29
1348 29 0 0 29
1349 29 0 0 29
1350 29 0 0 29
1351 29 0 0 29
1352 29 0 0 29
1353 29 0 0 29
1354 29 0 0 29
1355 29 0 0 29
1356 29 0 0 29
1357 29 0 0 29
1358 29 0 0 29
